,city,n_tech_jobs,lat,lng,postdate_timespan,prevalent_job_type,size,color
636,"Hollywood, MD",1.0,38.8731,-77.2426,3,other,10.211988304093568,1.0
637,"Holmdel, NJ",6.0,40.8199,-74.4551,3,other,11.271929824561404,1.0
638,"Holtsville, NY",2.0,41.2627,-96.0529,3,managment,10.423976608187134,1.0
639,"Holyoke, MA",2.0,42.2125,-72.6411,3,other,10.423976608187134,1.0
640,"Honolulu, HI",8.0,39.4337,-77.4141,3,other,11.695906432748538,1.0
641,"Hood River, OR",1.0,33.7628,-84.422,3,other,10.211988304093568,1.0
642,"Hooksett, NH",2.0,33.7628,-84.422,3,other,10.423976608187134,1.0
643,"Hopewell, NJ",12.0,40.3893,-74.7638,3,other,12.543859649122806,1.0
644,"Hopkins, MN",1.0,34.0235,-118.481,3,other,10.211988304093568,1.0
645,"Hopkinton, MA",2.0,33.7628,-84.422,3,other,10.423976608187134,1.0
646,"Horsham, PA",25.0,40.3262,-74.7908,3,other,15.299707602339181,1.0
647,"Houston - Northwest, TX",3.0,47.6211,-122.3244,3,other,10.635964912280702,1.0
648,"Houston, TX",530.0,29.786,-95.3885,3,other,122.35380116959065,1.0
649,"Houston, Texas, TX",5.0,47.6211,-122.3244,3,web,11.059941520467836,1.0
650,"Houston,, TX",1.0,29.786,-95.3885,3,other,10.211988304093568,1.0
651,"Hudson, MA",3.0,,,3,other,10.635964912280702,1.0
652,"Hudson, NH",1.0,40.6943,-73.9249,3,managment,10.211988304093568,1.0
653,"Humble, TX",1.0,,,3,other,10.211988304093568,1.0
654,"Hunt Valley, MD",1.0,37.5553,-122.2659,3,managment,10.211988304093568,1.0
655,"Huntingdon Valley, PA",2.0,40.6943,-73.9249,3,other,10.423976608187134,1.0
656,"Huntington Beach, CA",2.0,34.1141,-118.4068,3,other,10.423976608187134,1.0
657,"Huntington, IN",2.0,42.3188,-71.0852,3,other,10.423976608187134,1.0
658,"Huntsville, AL",5.0,34.6981,-86.6412,3,other,11.059941520467836,1.0
659,"Hurst, TX",1.0,32.8353,-97.1809,3,other,10.211988304093568,1.0
660,Hyderabad,5.0,40.6943,-73.9249,3,other,11.059941520467836,1.0
661,"Idaho Falls, ID",2.0,29.786,-95.3885,3,other,10.423976608187134,1.0
662,"Independence, OH",3.0,32.8313,-117.1222,3,other,10.635964912280702,1.0
663,"Indianapolis, IN",19.0,32.7935,-96.7667,3,other,14.027777777777779,1.0
664,"Iowa City, IA",4.0,33.7367,-117.8819,3,other,10.847953216374268,1.0
665,"Iowa, IA",1.0,39.7771,-86.1458,3,managment,10.211988304093568,1.0
666,"Ipswich, MA",2.0,,,3,other,10.423976608187134,1.0
667,"Irvine, CA",76.0,33.6772,-117.7738,3,other,26.11111111111111,1.0
668,"Irving, TX",213.0,32.8583,-96.9702,3,other,55.15350877192983,1.0
669,"Irving, WA",1.0,37.9024,-122.0399,3,ai,10.211988304093568,1.0
670,"Irvington, NY",1.0,,,3,managment,10.211988304093568,1.0
671,"Irwindale, CA",2.0,39.7083,-104.7237,3,other,10.423976608187134,1.0
672,"Iselin, NJ",15.0,40.5697,-74.3172,3,other,13.179824561403509,1.0
673,"Islandia, NY",3.0,41.0595,-74.1454,3,other,10.635964912280702,1.0
674,"Issaquah, WA",36.0,47.6211,-122.3244,3,other,17.63157894736842,1.0
675,"Itasca, IL",4.0,41.2627,-96.0529,3,other,10.847953216374268,1.0
676,"Jackson, MI",1.0,33.7628,-84.422,3,managment,10.211988304093568,1.0
677,"Jacksonville Downtown, FL",5.0,30.3005,-97.7522,3,other,11.059941520467836,1.0
678,"Jacksonville, FL",40.0,30.3322,-81.6749,3,other,18.47953216374269,1.0
679,"Jacksonville, IL",2.0,40.6943,-73.9249,3,ai,10.423976608187134,1.0
680,"Jacksonville, NC",1.0,38.9047,-77.0163,3,other,10.211988304093568,1.0
681,"Jamaica, NY",7.0,37.4336,-121.8921,3,other,11.48391812865497,1.0
682,"Jamesburg, NJ",2.0,40.6943,-73.9249,3,other,10.423976608187134,1.0
683,"Janesville, WI",3.0,42.1292,-87.8352,3,other,10.635964912280702,1.0
684,"Jax, FL",2.0,30.0687,-89.9288,3,managment,10.423976608187134,1.0
685,"Jefferson City, MO",2.0,34.1141,-118.4068,3,managment,10.423976608187134,1.0
686,"Jeffersonville, IN",1.0,42.5681,-70.8627,3,other,10.211988304093568,1.0
687,"Jenkintown, PA",2.0,40.0962,-75.1296,3,other,10.423976608187134,1.0
688,"Jericho, NY",3.0,40.7184,-74.0686,3,other,10.635964912280702,1.0
689,"Jersey City, NJ",360.0,40.7184,-74.0686,3,other,86.3157894736842,1.0
690,"Jersey City,, NJ",1.0,,,3,other,10.211988304093568,1.0
691,"Johns Creek, GA",35.0,33.7628,-84.422,3,other,17.41959064327485,1.0
692,"Johns Creek/, GA",1.0,34.0704,-84.2738,3,ai,10.211988304093568,1.0
693,"Johnston, IA",6.0,40.6943,-73.9249,3,other,11.271929824561404,1.0
694,"Joliet, IL",2.0,42.0308,-88.0838,3,managment,10.423976608187134,1.0
695,"Juno Beach, FL",8.0,47.5951,-122.1535,3,other,11.695906432748538,1.0
696,"Kankakee, IL",1.0,38.8786,-77.1011,3,other,10.211988304093568,1.0
697,"Kansas City, KS",1.0,39.1235,-94.7443,3,managment,10.211988304093568,1.0
698,"Kansas City, MO",67.0,39.1238,-94.5541,3,other,24.203216374269005,1.0
699,"Kapolei, HI",1.0,40.4397,-79.9763,3,other,10.211988304093568,1.0
700,"Katy, TX",4.0,34.0393,-117.6064,3,other,10.847953216374268,1.0
701,"Kaysville, UT",1.0,32.8583,-96.9702,3,other,10.211988304093568,1.0
702,"Kearneysville, WV",1.0,43.0822,-89.393,3,other,10.211988304093568,1.0
703,"Keene, NH",3.0,42.9494,-72.2998,3,other,10.635964912280702,1.0
704,"Keller, IL",1.0,43.168,-77.6162,3,other,10.211988304093568,1.0
705,"Keller, TX",3.0,36.7335,-76.0435,3,other,10.635964912280702,1.0
706,"Kenilworth, NJ",4.0,40.6996,-74.4035,3,other,10.847953216374268,1.0
707,"Kennedy Space Center, FL",1.0,43.0822,-89.393,3,other,10.211988304093568,1.0
708,"Kennesaw, GA",12.0,33.7628,-84.422,3,other,12.543859649122806,1.0
709,"Kennett Square, PA",2.0,41.8375,-87.6866,3,ai,10.423976608187134,1.0
710,"Kenosha, WI",2.0,41.8375,-87.6866,3,managment,10.423976608187134,1.0
711,"Kent, WA",6.0,47.6763,-122.1169,3,other,11.271929824561404,1.0
712,"Kentfield, CA",1.0,40.0077,-75.1339,3,other,10.211988304093568,1.0
713,"King Of Prussia, PA",39.0,40.8199,-74.4551,3,other,18.267543859649123,1.0
714,"Kirkland, WA",42.0,47.6211,-122.3244,3,other,18.903508771929822,1.0
715,"Knoxville, TN",2.0,40.0329,-75.5146,3,managment,10.423976608187134,1.0
716,"Kohler, WI",3.0,39.965,-86.146,3,other,10.635964912280702,1.0
717,Konstanz,1.0,37.5295,-77.4756,3,security,10.211988304093568,1.0
718,"La Crosse, WI",1.0,41.8375,-87.6866,3,other,10.211988304093568,1.0
719,"La Habra, CA",2.0,39.3274,-77.3423,3,managment,10.423976608187134,1.0
720,"La Jolla, CA",2.0,36.2333,-115.2654,3,other,10.423976608187134,1.0
721,"La Verne, CA",1.0,25.784,-80.2101,3,managment,10.211988304093568,1.0
722,"Lacey, WA",4.0,47.6211,-122.3244,3,other,10.847953216374268,1.0
723,"Lafayette, CO",1.0,34.0235,-118.481,3,other,10.211988304093568,1.0
724,"Lafayette, LA",9.0,33.5722,-112.0892,3,other,11.907894736842104,1.0
725,"Laguna Niguel, CA",1.0,35.2083,-80.8303,3,ai,10.211988304093568,1.0
726,"Lake Buena Vista, FL",1.0,37.6663,-121.8805,3,other,10.211988304093568,1.0
727,"Lake City, FL",1.0,39.011,-77.3013,3,other,10.211988304093568,1.0
728,"Lake Forest, CA",2.0,32.7817,-97.3474,3,other,10.423976608187134,1.0
729,"Lake Forest, IL",11.0,26.8754,-80.0589,3,other,12.331871345029239,1.0
730,"Lake Mary, FL",1.0,,,3,other,10.211988304093568,1.0
731,"Lake Success, NY",5.0,40.768,-73.7089,3,other,11.059941520467836,1.0
732,"Lake Zurich, IL",3.0,28.4773,-81.337,3,other,10.635964912280702,1.0
733,"Lakehurst, NJ",1.0,33.8346,-118.3416,3,other,10.211988304093568,1.0
734,"Lakeside, VA",1.0,37.3168,-122.0466,3,other,10.211988304093568,1.0
735,"Lakewood, CO",6.0,33.5722,-112.0892,3,other,11.271929824561404,1.0
736,"Lakewood, NJ",1.0,40.6943,-73.9249,3,other,10.211988304093568,1.0
737,"Lakewood, WA",1.0,47.6211,-122.3244,3,other,10.211988304093568,1.0
738,"Lancaster, PA",7.0,39.6468,-104.9942,3,other,11.48391812865497,1.0
739,"Langhorne, PA",3.0,40.1777,-74.9212,3,other,10.635964912280702,1.0
740,"Lanham, MD",7.0,39.3051,-76.6144,3,other,11.48391812865497,1.0
741,"Lansdale, PA",6.0,40.2417,-75.2812,3,other,11.271929824561404,1.0
742,"Lansing, MI",21.0,40.7824,-73.4088,3,other,14.451754385964911,1.0
743,"Largo, MD",2.0,40.8124,-73.0447,3,managment,10.423976608187134,1.0
744,"Las Vegas, NV",30.0,36.2333,-115.2654,3,other,16.359649122807017,1.0
745,"Laurel, MD",7.0,39.0949,-76.8622,3,other,11.48391812865497,1.0
746,"Lawrence, KS",1.0,38.9699,-77.3867,3,other,10.211988304093568,1.0
747,"Lawrence, MA",1.0,42.7002,-71.1626,3,other,10.211988304093568,1.0
748,"Lawrence, NJ",1.0,40.6943,-73.9249,3,other,10.211988304093568,1.0
749,"Lawrenceville, GA",22.0,33.0502,-96.7486,3,other,14.663742690058479,1.0
750,"Lawrenceville, NJ",4.0,40.8645,-74.4135,3,ai,10.847953216374268,1.0
751,"Leawood, KS",4.0,37.3905,-122.1468,3,other,10.847953216374268,1.0
752,"Lebanon, NH",1.0,36.0956,-79.8271,3,ai,10.211988304093568,1.0
753,"Lebanon, NJ",14.0,40.6943,-73.9249,3,other,12.96783625730994,1.0
754,"Leesburg, GA",1.0,41.7661,-72.6834,3,other,10.211988304093568,1.0
755,"Leesburg, VA",1.0,38.9866,-77.1188,3,ai,10.211988304093568,1.0
756,"Lehi, UT",1.0,32.8313,-117.1222,3,other,10.211988304093568,1.0
757,"Lemont, IL",1.0,41.5188,-88.1499,3,other,10.211988304093568,1.0
758,"Lemoore, CA",1.0,37.3646,-121.968,3,ai,10.211988304093568,1.0
759,"Lenexa, KS",3.0,38.9609,-94.8018,3,other,10.635964912280702,1.0
760,"Lenoir, NC",1.0,44.9635,-93.2678,3,other,10.211988304093568,1.0
761,"Lewiston, ME",2.0,41.4764,-81.6805,3,other,10.423976608187134,1.0
762,"Lewisville, TX",12.0,33.0454,-96.9815,3,other,12.543859649122806,1.0
763,"Lexington Park, MD",3.0,39.8837,-105.0624,3,managment,10.635964912280702,1.0
764,"Lexington, KY",3.0,27.9945,-82.4447,3,other,10.635964912280702,1.0
765,"Lexington, MA",36.0,32.8313,-117.1222,3,other,17.63157894736842,1.0
766,"Lexington, SC",1.0,34.1141,-118.4068,3,other,10.211988304093568,1.0
767,"Libertyville, IL",3.0,25.784,-80.2101,3,managment,10.635964912280702,1.0
768,"Lincoln, NE",2.0,30.3005,-97.7522,3,managment,10.423976608187134,1.0
769,"Lincoln, RI",4.0,30.3005,-97.7522,3,other,10.847953216374268,1.0
770,"Lincolnshire, IL",10.0,40.6943,-73.9249,3,managment,12.119883040935672,1.0
771,"Lindon, UT",1.0,,,3,other,10.211988304093568,1.0
772,"Linthicum Heights, MD",1.0,,,3,other,10.211988304093568,1.0
773,"Linthicum, MD",10.0,34.026,-84.6177,3,other,12.119883040935672,1.0
774,"Lisle, IL",8.0,41.7918,-88.0888,3,other,11.695906432748538,1.0
775,"Lithonia, GA",1.0,33.7628,-84.422,3,other,10.211988304093568,1.0
776,"Lititz, PA",2.0,37.3012,-121.848,3,other,10.423976608187134,1.0
777,"Little Falls, NJ",3.0,37.4252,-122.1674,3,ai,10.635964912280702,1.0
778,"Little Rock, AR",3.0,34.8354,-82.3646,3,other,10.635964912280702,1.0
779,"Littleton, MA",2.0,,,3,managment,10.423976608187134,1.0
780,"Livermore, CA",10.0,37.7558,-122.4449,3,other,12.119883040935672,1.0
781,"Livingston, NJ",10.0,41.7661,-72.6834,3,ai,12.119883040935672,1.0
782,"Livonia, MI",2.0,40.8099,-96.6784,3,other,10.423976608187134,1.0
783,"Lockport, NY",2.0,33.0502,-96.7486,3,other,10.423976608187134,1.0
784,"Lodi, CA",1.0,,,3,other,10.211988304093568,1.0
785,"Loma Linda, CA",1.0,37.5265,-121.9843,3,other,10.211988304093568,1.0
786,"Lombard, IL",4.0,40.6943,-73.9249,3,managment,10.847953216374268,1.0
787,"Londonderry, NH",1.0,39.762,-104.8758,3,other,10.211988304093568,1.0
788,"Long Beach, CA",17.0,33.7977,-118.167,3,other,13.603801169590643,1.0
789,"Long Beach, NY",2.0,41.8375,-87.6866,3,web,10.423976608187134,1.0
790,"Long Island City, NY",26.0,40.6943,-73.9249,3,other,15.511695906432749,1.0
791,"Longmont, CO",1.0,40.2237,-74.7641,3,other,10.211988304093568,1.0
792,"Lorain, OH",1.0,42.7677,-86.0984,3,other,10.211988304093568,1.0
793,"Lorton, VA",4.0,40.2752,-76.8843,3,ai,10.847953216374268,1.0
794,"Los Altos, CA",1.0,35.2083,-80.8303,3,other,10.211988304093568,1.0
795,"Los Angeles, CA",109.0,34.1141,-118.4068,3,other,33.106725146198826,1.0
796,"Los Gatos, CA",6.0,40.6943,-73.9249,3,other,11.271929824561404,1.0
797,"Louisville, CO",2.0,32.8313,-117.1222,3,other,10.423976608187134,1.0
798,"Louisville, KY",22.0,42.2596,-89.064,3,other,14.663742690058479,1.0
799,"Loveland, CO",1.0,39.1413,-84.506,3,other,10.211988304093568,1.0
800,"Lowell, MA",14.0,42.6389,-71.3217,3,other,12.96783625730994,1.0
801,"Lusby, MD",1.0,40.5887,-73.666,3,other,10.211988304093568,1.0
802,"Lyndhurst, NJ",8.0,37.4001,-122.0796,3,security,11.695906432748538,1.0
803,"Lynn, MA",1.0,,,3,other,10.211988304093568,1.0
804,"Lynnwood, WA",3.0,47.6211,-122.3244,3,ai,10.635964912280702,1.0
805,"Macomb, MI",1.0,37.3012,-121.848,3,other,10.211988304093568,1.0
806,"Macon, GA",5.0,34.0704,-84.2738,3,other,11.059941520467836,1.0
807,"Macungie, PA",1.0,40.7184,-74.0686,3,other,10.211988304093568,1.0
808,"Madison, MO",1.0,40.2111,-75.2745,3,managment,10.211988304093568,1.0
809,"Madison, WI",87.0,42.3188,-71.0852,3,other,28.442982456140353,1.0
810,"Magnolia, TX",2.0,47.6211,-122.3244,3,ai,10.423976608187134,1.0
811,"Mahwah, NJ",15.0,40.1873,-75.4581,3,other,13.179824561403509,1.0
812,"Malden, MA",18.0,42.4305,-71.0576,3,other,13.81578947368421,1.0
813,"Malta, NY",3.0,34.1879,-118.3235,3,other,10.635964912280702,1.0
814,"Malvern, PA",24.0,40.0329,-75.5146,3,other,15.087719298245613,1.0
815,"Manasquan, NJ",1.0,40.8645,-74.4135,3,other,10.211988304093568,1.0
816,"Manassas, VA",9.0,38.9047,-77.0163,3,other,11.907894736842104,1.0
817,"Manayunk, PA",1.0,40.6943,-73.9249,3,web,10.211988304093568,1.0
818,"Manchester, MI",1.0,41.0086,-74.2083,3,other,10.211988304093568,1.0
819,"Manchester, NH",18.0,42.9848,-71.4447,3,other,13.81578947368421,1.0
820,"Manhattan Beach, CA",1.0,37.4982,-122.2677,3,ai,10.211988304093568,1.0
821,"Manhattan, NY",44.0,40.7834,-73.9662,3,other,19.327485380116958,1.0
822,"Mansfield, MA",6.0,40.3262,-74.7908,3,other,11.271929824561404,1.0
823,"Maple Grove, MN",2.0,38.8531,-77.2997,3,other,10.423976608187134,1.0
824,"Maple Shade, NJ",2.0,40.7773,-74.3953,3,managment,10.423976608187134,1.0
825,"Maplewood, MN",3.0,30.3005,-97.7522,3,other,10.635964912280702,1.0
826,"Maplewood, NJ",1.0,40.6943,-73.9249,3,other,10.211988304093568,1.0
827,"Marietta, GA",30.0,33.7628,-84.422,3,other,16.359649122807017,1.0
828,"Marietta, PA",1.0,38.9047,-77.0163,3,other,10.211988304093568,1.0
829,"Marina Del Rey, CA",4.0,41.8538,-87.9691,3,other,10.847953216374268,1.0
830,"Markham, ON",2.0,34.0058,-118.3968,3,managment,10.423976608187134,1.0
831,"Marlboro., MA",1.0,,,3,other,10.211988304093568,1.0
832,"Marlborough, MA",31.0,42.3494,-71.5468,3,other,16.571637426900583,1.0
833,"Marlton, NJ",8.0,39.9014,-74.9294,3,other,11.695906432748538,1.0
834,"Marshall, IL",2.0,39.7805,-84.2003,3,ai,10.423976608187134,1.0
835,"Marshall, MN",1.0,33.7628,-84.422,3,managment,10.211988304093568,1.0
836,"Marshalltown, IA",1.0,37.7558,-122.4449,3,other,10.211988304093568,1.0
837,"Martinez, CA",1.0,47.6211,-122.3244,3,other,10.211988304093568,1.0
838,"Marysville, OH",6.0,41.8375,-87.6866,3,ai,11.271929824561404,1.0
839,"Mashantucket, CT",1.0,41.4645,-71.9745,3,other,10.211988304093568,1.0
840,"Mason, MI",6.0,32.7935,-96.7667,3,other,11.271929824561404,1.0
841,"Mason, OH",8.0,39.3571,-84.3023,3,other,11.695906432748538,1.0
842,"Matawan, NJ",1.0,39.0949,-76.8622,3,managment,10.211988304093568,1.0
843,"Mather, CA",1.0,40.5087,-74.8599,3,other,10.211988304093568,1.0
844,"Mattawan, MI",1.0,33.5722,-112.0892,3,other,10.211988304093568,1.0
845,"Mayfield Heights, OH",1.0,39.7415,-75.5416,3,other,10.211988304093568,1.0
846,"Mayfield Village, OH",5.0,40.7967,-74.4772,3,other,11.059941520467836,1.0
847,"Mayfield Village, Oh, OH",1.0,40.9466,-73.8673,3,other,10.211988304093568,1.0
848,"Mayfield, OH",1.0,38.8996,-77.2597,3,other,10.211988304093568,1.0
849,"Maynard, MA",1.0,,,3,web,10.211988304093568,1.0
850,"Mc Lean, VA",41.0,39.3051,-76.6144,3,other,18.691520467836256,1.0
851,"Mcclellan, CA",9.0,40.7184,-74.0686,3,other,11.907894736842104,1.0
852,"Mckinney, TX",3.0,40.8645,-74.4135,3,other,10.635964912280702,1.0
853,"Mclean, VA",76.0,39.4115,-76.7913,3,other,26.11111111111111,1.0
854,Md,3.0,38.8786,-77.1011,3,ai,10.635964912280702,1.0
855,"Mechanicsburg, PA",1.0,30.3005,-97.7522,3,other,10.211988304093568,1.0
856,"Mechanicsville, VA",1.0,38.8996,-77.2597,3,other,10.211988304093568,1.0
857,"Medford, MA",13.0,42.4234,-71.1087,3,other,12.755847953216374,1.0
858,"Media, PA",2.0,41.306,-73.1383,3,other,10.423976608187134,1.0
859,"Medley, FL",1.0,,,3,web,10.211988304093568,1.0
860,"Melbourne, FL",7.0,47.6211,-122.3244,3,other,11.48391812865497,1.0
861,"Melville, NY",42.0,40.7824,-73.4088,3,other,18.903508771929822,1.0
862,"Memphis, TN",15.0,42.3188,-71.0852,3,other,13.179824561403509,1.0
863,"Mendham, NJ",1.0,37.3836,-122.0255,3,managment,10.211988304093568,1.0
864,"Menlo Park, CA",51.0,40.0077,-75.1339,3,other,20.81140350877193,1.0
865,"Menomonee Falls, WI",1.0,40.6943,-73.9249,3,ai,10.211988304093568,1.0
866,"Mequon, WI",1.0,43.0087,-88.2464,3,other,10.211988304093568,1.0
867,"Merced, CA",1.0,37.7558,-122.4449,3,security,10.211988304093568,1.0
868,"Mercer Island, WA",2.0,40.6943,-73.9249,3,other,10.423976608187134,1.0
869,"Meredith, NH",1.0,,,3,other,10.211988304093568,1.0
870,"Meriden, CT",2.0,41.7661,-72.6834,3,managment,10.423976608187134,1.0
871,"Merrifield, VA",1.0,33.7628,-84.422,3,other,10.211988304093568,1.0
872,"Merrillville, IN",1.0,30.3005,-97.7522,3,other,10.211988304093568,1.0
873,"Merrimack, NH",1.0,,,3,managment,10.211988304093568,1.0
874,"Mesa, AZ",1.0,42.3188,-71.0852,3,other,10.211988304093568,1.0
875,"Metairie, LA",1.0,33.6872,-111.8651,3,other,10.211988304093568,1.0
876,"Methuen, MA",1.0,,,3,managment,10.211988304093568,1.0
877,"Mettawa, IL",1.0,37.7074,-122.1599,3,managment,10.211988304093568,1.0
878,"Metuchen, NJ",1.0,,,3,other,10.211988304093568,1.0
879,Mexico City,1.0,32.7935,-96.7667,3,security,10.211988304093568,1.0
880,"Miami Beach, FL",1.0,40.4397,-79.9763,3,web,10.211988304093568,1.0
881,"Miami Gardens, FL",1.0,42.3188,-71.0852,3,web,10.211988304093568,1.0
882,"Miami Lakes, FL",1.0,42.3188,-71.0852,3,managment,10.211988304093568,1.0
883,"Miami, FL",43.0,25.784,-80.2101,3,other,19.11549707602339,1.0
884,"Miamisburg, OH",2.0,34.084,-118.1355,3,managment,10.423976608187134,1.0
885,"Middle River, MD",2.0,38.9699,-77.3867,3,other,10.423976608187134,1.0
886,"Middleboro, MA",1.0,,,3,other,10.211988304093568,1.0
887,"Middlebury, CT",1.0,37.5265,-121.9843,3,other,10.211988304093568,1.0
888,"Middlesex, NJ",1.0,,,3,managment,10.211988304093568,1.0
889,"Middleton, WI",1.0,40.7834,-73.9662,3,other,10.211988304093568,1.0
890,"Middletown, CT",9.0,41.5476,-72.6549,3,other,11.907894736842104,1.0
891,"Middletown, NJ",21.0,40.3562,-74.6693,3,other,14.451754385964911,1.0
892,"Middletown, NY",5.0,41.4459,-74.4236,3,other,11.059941520467836,1.0
893,"Middletown, RI",1.0,,,3,managment,10.211988304093568,1.0
894,"Midland, TX",2.0,30.3005,-97.7522,3,other,10.423976608187134,1.0
895,"Midlothian, VA",1.0,,,3,other,10.211988304093568,1.0
896,"Milan, IL",1.0,41.0352,-74.0423,3,other,10.211988304093568,1.0
897,"Milford, CT",5.0,40.6943,-73.9249,3,other,11.059941520467836,1.0
898,"Milford, MA",2.0,,,3,ai,10.423976608187134,1.0
899,"Mill Valley, CA",3.0,40.6943,-73.9249,3,other,10.635964912280702,1.0
900,"Millburn, NJ",1.0,,,3,other,10.211988304093568,1.0
901,"Milpitas, CA",45.0,37.4336,-121.8921,3,other,19.539473684210527,1.0
902,"Milwaukee, WI",50.0,43.0642,-87.9675,3,other,20.599415204678362,1.0
903,"Mineola, NY",5.0,40.747,-73.6394,3,managment,11.059941520467836,1.0
904,"Minerva, OH",1.0,32.8583,-96.9702,3,other,10.211988304093568,1.0
905,"Minneapolis, MN",75.0,44.9635,-93.2678,3,other,25.89912280701754,1.0
906,"Minnetonka, MN",16.0,44.9322,-93.4598,3,ai,13.391812865497077,1.0
907,"Miramar, FL",4.0,40.6943,-73.9249,3,managment,10.847953216374268,1.0
908,"Mission Viejo, CA",11.0,40.6943,-73.9249,3,other,12.331871345029239,1.0
909,"Mission, KS",11.0,39.7415,-75.5416,3,other,12.331871345029239,1.0
910,"Mississauga, ON",2.0,33.6872,-111.8651,3,other,10.423976608187134,1.0
911,"Modesto, CA",5.0,40.6943,-73.9249,3,other,11.059941520467836,1.0
912,"Moline, IL",4.0,40.6943,-73.9249,3,other,10.847953216374268,1.0
913,"Monmouth Junction, NJ",3.0,40.3754,-74.5582,3,managment,10.635964912280702,1.0
914,"Monroe, LA",1.0,44.0915,-70.1681,3,managment,10.211988304093568,1.0
915,"Monroe, MI",1.0,28.4773,-81.337,3,other,10.211988304093568,1.0
916,"Monroe, NY",1.0,43.0642,-87.9675,3,other,10.211988304093568,1.0
917,"Monrovia, CA",2.0,42.1723,-87.8951,3,managment,10.423976608187134,1.0
918,"Montebello, NY",1.0,40.6943,-73.9249,3,other,10.211988304093568,1.0
919,"Monterey Park, CA",2.0,34.0497,-118.1326,3,other,10.423976608187134,1.0
920,"Monterey, CA",12.0,40.0077,-75.1339,3,other,12.543859649122806,1.0
921,"Montgomery, AL",3.0,34.0497,-118.1326,3,ai,10.635964912280702,1.0
922,"Montreal, QC",22.0,41.1879,-80.7531,3,other,14.663742690058479,1.0
923,"Montvale, NJ",38.0,40.6943,-73.9249,3,other,18.055555555555557,1.0
924,"Moon Township, PA",1.0,41.1879,-80.7531,3,other,10.211988304093568,1.0
925,"Moorestown, NJ",9.0,40.6943,-73.9249,3,other,11.907894736842104,1.0
926,"Mooresville, NC",2.0,35.5847,-80.8266,3,other,10.423976608187134,1.0
927,"Moosic, PA",1.0,41.7062,-71.4334,3,managment,10.211988304093568,1.0
928,"Morgan Hill, CA",5.0,37.3836,-122.0255,3,web,11.059941520467836,1.0
929,"Morris Plains, NJ",5.0,40.8356,-74.4786,3,managment,11.059941520467836,1.0
930,"Morristown, NJ",13.0,40.7967,-74.4772,3,other,12.755847953216374,1.0
931,"Morrisville, NC",4.0,38.8492,-76.9225,3,other,10.847953216374268,1.0
932,"Mossville, IL",2.0,37.3905,-122.1468,3,other,10.423976608187134,1.0
933,"Mounds View, MN",1.0,38.3443,-77.0624,3,other,10.211988304093568,1.0
934,"Mount Laurel, NJ",51.0,40.3262,-74.7908,3,other,20.81140350877193,1.0
935,"Mount Olive, NJ",1.0,,,3,other,10.211988304093568,1.0
936,"Mount Vernon, NY",1.0,40.1474,-75.2687,3,other,10.211988304093568,1.0
937,"Mount Vernon, WA",1.0,47.6211,-122.3244,3,other,10.211988304093568,1.0
938,"Mountain Lakes, NJ",1.0,40.7061,-74.5568,3,other,10.211988304093568,1.0
939,"Mountain View, CA",190.0,37.4001,-122.0796,3,other,50.27777777777778,1.0
940,"Mountlake Terrace, WA",1.0,47.6211,-122.3244,3,other,10.211988304093568,1.0
941,Mumbai,1.0,37.6663,-121.8805,3,other,10.211988304093568,1.0
942,"Murfreesboro, TN",1.0,32.8313,-117.1222,3,other,10.211988304093568,1.0
943,"Murray Hill, NJ",1.0,40.0077,-75.1339,3,other,10.211988304093568,1.0
944,"Murrysville, PA",1.0,41.5725,-93.6105,3,other,10.211988304093568,1.0
945,"Muscatine, IA",2.0,41.8375,-87.6866,3,managment,10.423976608187134,1.0
946,"Nantucket, MA",1.0,,,3,managment,10.211988304093568,1.0
947,"Nanuet, NY",1.0,30.3322,-81.6749,3,other,10.211988304093568,1.0
948,"Napa, CA",1.0,37.3646,-121.968,3,other,10.211988304093568,1.0
949,"Naperville, IL",15.0,34.0704,-84.2738,3,managment,13.179824561403509,1.0
950,"Naples, FL",1.0,39.1238,-94.5541,3,managment,10.211988304093568,1.0
951,"Nashua, NH",8.0,42.7491,-71.491,3,other,11.695906432748538,1.0
952,"Nashville, TN",35.0,36.1715,-86.7842,3,other,17.41959064327485,1.0
953,"Nassau Bay, TX",1.0,47.6211,-122.3244,3,other,10.211988304093568,1.0
954,"Natick, MA",12.0,27.7931,-82.6652,3,other,12.543859649122806,1.0
955,"Needham, MA",12.0,37.6663,-121.8805,3,other,12.543859649122806,1.0
956,"Neenah, WI",2.0,39.7415,-75.5416,3,other,10.423976608187134,1.0
957,"Nevada, NV",1.0,40.6943,-73.9249,3,managment,10.211988304093568,1.0
958,"New Albany, OH",1.0,,,3,managment,10.211988304093568,1.0
959,"New Bern, NC",1.0,34.0053,-84.1492,3,other,10.211988304093568,1.0
960,"New Britain, CT",10.0,41.6759,-72.7862,3,other,12.119883040935672,1.0
961,"New Brunswick, NJ",6.0,40.487,-74.445,3,managment,11.271929824561404,1.0
962,"New Carrollton, MD",4.0,39.9862,-82.9855,3,other,10.847953216374268,1.0
963,"New Castle, DE",1.0,37.4001,-122.0796,3,managment,10.211988304093568,1.0
964,"New Castle, PA",1.0,,,3,other,10.211988304093568,1.0
965,"New Haven, CT",29.0,41.3113,-72.9246,3,other,16.14766081871345,1.0
