,city,n_tech_jobs,lat,lng,postdate_timespan,prevalent_job_type,size,color
305,"Concord, NH",2.0,43.2305,-71.5595,3,ai,10.423976608187134,1.0
306,"Conshohocken, PA",11.0,40.0772,-75.3034,3,other,12.331871345029239,1.0
307,"Contoocook, NH",1.0,43.2232,-71.7129,3,other,10.211988304093568,1.0
308,"Coopersburg, PA",1.0,41.306,-73.1383,3,other,10.211988304093568,1.0
309,"Coppell, TX",18.0,32.9639,-96.9903,3,other,13.81578947368421,1.0
310,"Coral Gables, FL",9.0,44.1669,-88.4767,3,other,11.907894736842104,1.0
311,"Coral Springs, FL",1.0,37.5295,-77.4756,3,managment,10.211988304093568,1.0
312,"Corinth, TX",2.0,33.1434,-97.0682,3,other,10.423976608187134,1.0
313,"Corning, NY",2.0,41.306,-73.1383,3,other,10.423976608187134,1.0
314,"Corona, CA",1.0,44.9635,-93.2678,3,other,10.211988304093568,1.0
315,"Corte Madera, CA",4.0,37.7558,-122.4449,3,managment,10.847953216374268,1.0
316,"Corvallis, OR",1.0,38.9699,-77.3867,3,ai,10.211988304093568,1.0
317,"Costa Mesa, CA",13.0,30.1738,-95.5134,3,other,12.755847953216374,1.0
318,"Cottleville, MO",1.0,32.7935,-96.7667,3,other,10.211988304093568,1.0
319,"Council Bluffs, IA",1.0,34.8354,-82.3646,3,other,10.211988304093568,1.0
320,"Covington, GA",2.0,33.7628,-84.422,3,other,10.423976608187134,1.0
321,"Covington, KY",1.0,41.8375,-87.6866,3,other,10.211988304093568,1.0
322,"Covington, LA",1.0,40.7061,-74.5568,3,other,10.211988304093568,1.0
323,"Cranbury, NJ",6.0,41.7661,-72.6834,3,other,11.271929824561404,1.0
324,"Crane, IN",4.0,40.6943,-73.9249,3,other,10.847953216374268,1.0
325,"Cranford, NJ",9.0,40.6548,-74.3053,3,managment,11.907894736842104,1.0
326,"Cranston, RI",8.0,41.7658,-71.4858,3,managment,11.695906432748538,1.0
327,"Cromwell, CT",1.0,40.0077,-75.1339,3,other,10.211988304093568,1.0
328,"Crownsville, MD",1.0,,,3,other,10.211988304093568,1.0
329,"Crystal City, VA",19.0,38.9497,-77.3461,3,other,14.027777777777779,1.0
330,"Culver City, CA",16.0,32.8583,-96.9702,3,other,13.391812865497077,1.0
331,"Cumberland, RI",6.0,,,3,other,11.271929824561404,1.0
332,"Cumming, GA",4.0,34.0053,-84.1492,3,other,10.847953216374268,1.0
333,"Cupertino, CA",41.0,40.0077,-75.1339,3,other,18.691520467836256,1.0
334,"Cuyahoga Falls, OH",1.0,,,3,other,10.211988304093568,1.0
335,"Cypress, CA",5.0,33.8171,-118.0386,3,other,11.059941520467836,1.0
336,"D, WA",1.0,38.278,-85.5926,3,other,10.211988304093568,1.0
337,"Dahlgren, VA",2.0,40.0077,-75.1339,3,ai,10.423976608187134,1.0
338,"Dallas - Galleria, TX",10.0,38.9497,-77.3461,3,other,12.119883040935672,1.0
339,"Dallas, TX",357.0,32.7935,-96.7667,3,other,85.6798245614035,1.0
340,"Danbury, CT",32.0,41.4015,-73.4709,3,other,16.783625730994153,1.0
341,"Dania Beach, FL",4.0,39.1413,-84.506,3,other,10.847953216374268,1.0
342,"Danvers, MA",7.0,42.2759,-83.731,3,managment,11.48391812865497,1.0
343,"Danville, CA",3.0,37.7558,-122.4449,3,managment,10.635964912280702,1.0
344,"Danville, PA",1.0,25.784,-80.2101,3,other,10.211988304093568,1.0
345,"Dauphin, PA",1.0,40.6943,-73.9249,3,other,10.211988304093568,1.0
346,"Davenport, IA",4.0,38.5137,-122.9894,3,managment,10.847953216374268,1.0
347,"Davidson, NC",1.0,32.7935,-96.7667,3,managment,10.211988304093568,1.0
348,"Davie, FL",2.0,32.8313,-117.1222,3,other,10.423976608187134,1.0
349,"Davis, CA",2.0,40.0077,-75.1339,3,other,10.423976608187134,1.0
350,"Dayton, OH",10.0,37.7558,-122.4449,3,other,12.119883040935672,1.0
351,Dc,8.0,32.51,-84.8771,3,other,11.695906432748538,1.0
352,De,2.0,38.8868,-77.4453,3,other,10.423976608187134,1.0
353,"De Forest, WI",1.0,33.7628,-84.422,3,managment,10.211988304093568,1.0
354,"Dearborn, MI",14.0,38.8868,-77.4453,3,other,12.96783625730994,1.0
355,"Decatur, GA",6.0,33.7628,-84.422,3,managment,11.271929824561404,1.0
356,"Dedham, MA",1.0,,,3,other,10.211988304093568,1.0
357,"Deerfield Beach, FL",3.0,32.7935,-96.7667,3,other,10.635964912280702,1.0
358,"Deerfield, IL",14.0,32.8313,-117.1222,3,other,12.96783625730994,1.0
359,"Delaware, NJ",1.0,37.3012,-121.848,3,other,10.211988304093568,1.0
360,Delhi,1.0,37.9024,-122.0399,3,other,10.211988304093568,1.0
361,"Demotte, IN",1.0,37.3012,-121.848,3,other,10.211988304093568,1.0
362,"Denison, TX",3.0,33.7672,-96.5808,3,other,10.635964912280702,1.0
363,"Denver, CO",87.0,39.762,-104.8758,3,other,28.442982456140353,1.0
364,"Derwood, MD",1.0,37.3012,-121.848,3,other,10.211988304093568,1.0
365,"Des Moines, IA",22.0,39.9862,-82.9855,3,other,14.663742690058479,1.0
366,"Detroit, MI",36.0,28.1086,-80.6627,3,other,17.63157894736842,1.0
367,"Devens, MA",5.0,42.5439,-71.6146,3,other,11.059941520467836,1.0
368,"Devon, PA",1.0,40.0496,-75.4272,3,other,10.211988304093568,1.0
369,"Dexter, MI",1.0,,,3,other,10.211988304093568,1.0
370,"Dfw Airport, TX",12.0,39.0949,-76.8622,3,other,12.543859649122806,1.0
371,"Diamond Bar, CA",2.0,40.6943,-73.9249,3,other,10.423976608187134,1.0
372,"Dickinson, TX",1.0,29.786,-95.3885,3,other,10.211988304093568,1.0
373,"Dimondale, MI",2.0,,,3,ai,10.423976608187134,1.0
374,"District Of Columbia, DC",1.0,38.8492,-76.9225,3,security,10.211988304093568,1.0
375,"Doral, FL",1.0,41.1039,-73.5585,3,other,10.211988304093568,1.0
376,"Doraville, GA",1.0,33.9479,-83.5341,3,other,10.211988304093568,1.0
377,"Dorchester, MA",2.0,,,3,other,10.423976608187134,1.0
378,"Dover, DE",1.0,38.9047,-77.0163,3,other,10.211988304093568,1.0
379,"Dover, MA",1.0,,,3,other,10.211988304093568,1.0
380,"Dover, NH",7.0,43.1887,-70.8845,3,other,11.48391812865497,1.0
381,"Dover, NJ",3.0,40.0405,-75.341,3,other,10.635964912280702,1.0
382,"Downers Grove, IL",11.0,30.527,-97.6642,3,other,12.331871345029239,1.0
383,"Downey, CA",4.0,42.3188,-71.0852,3,other,10.847953216374268,1.0
384,"Doylestown, PA",1.0,41.022,-73.7547,3,other,10.211988304093568,1.0
385,"Draper, UT",2.0,37.7904,-122.2166,3,other,10.423976608187134,1.0
386,"Dresher, PA",3.0,40.6943,-73.9249,3,other,10.635964912280702,1.0
387,"Dublin And Santa Jose, CA",1.0,37.3836,-122.0255,3,ai,10.211988304093568,1.0
388,"Dublin, CA",10.0,37.6538,-122.4196,3,other,12.119883040935672,1.0
389,"Dublin, OH",8.0,42.1634,-77.0925,3,other,11.695906432748538,1.0
390,"Dulles, VA",15.0,38.781,-77.1839,3,other,13.179824561403509,1.0
391,"Duluth, GA",42.0,33.9379,-84.2065,3,other,18.903508771929822,1.0
392,"Dunwoody, GA",6.0,33.7628,-84.422,3,other,11.271929824561404,1.0
393,"Durham, NC",20.0,39.0052,-77.405,3,other,14.239766081871345,1.0
394,"Durham, NH",1.0,,,3,web,10.211988304093568,1.0
395,"Eagan, MN",6.0,44.817,-93.1638,3,managment,11.271929824561404,1.0
396,"Earth City, MO",1.0,37.3836,-122.0255,3,other,10.211988304093568,1.0
397,"East Aurora, NY",1.0,39.1413,-84.506,3,other,10.211988304093568,1.0
398,"East Brunswick, NJ",5.0,40.7184,-74.0686,3,other,11.059941520467836,1.0
399,"East Fishkill, NY",6.0,40.7061,-74.5568,3,other,11.271929824561404,1.0
400,"East Granby, CT",1.0,,,3,other,10.211988304093568,1.0
401,"East Hanover, NJ",7.0,40.0772,-75.3034,3,other,11.48391812865497,1.0
402,"East Hartford, CT",14.0,40.8176,-73.4703,3,other,12.96783625730994,1.0
403,"East Haven, CT",1.0,40.6943,-73.9249,3,other,10.211988304093568,1.0
404,"East Lansing, MI",2.0,34.1141,-118.4068,3,other,10.423976608187134,1.0
405,"East Meadow, NY",2.0,40.8645,-74.4135,3,ai,10.423976608187134,1.0
406,"East Norriton, PA",1.0,42.3834,-83.1024,3,other,10.211988304093568,1.0
407,"East Palo Alto, CA",1.0,37.8382,-122.2932,3,managment,10.211988304093568,1.0
408,"East Saint Louis, IL",1.0,39.621,-77.4076,3,other,10.211988304093568,1.0
409,"East Troy, WI",1.0,37.3646,-121.968,3,other,10.211988304093568,1.0
410,"East Windsor, NJ",2.0,37.3012,-121.848,3,ai,10.423976608187134,1.0
411,"Eatonton, GA",1.0,,,3,other,10.211988304093568,1.0
412,"Eatontown, NJ",1.0,,,3,other,10.211988304093568,1.0
413,"Eden Prairie, MN",34.0,44.8488,-93.4595,3,other,17.207602339181285,1.0
414,"Edgewater Park, NJ",4.0,41.695,-73.9211,3,other,10.847953216374268,1.0
415,"Edgewood, MD",1.0,38.9047,-77.0163,3,other,10.211988304093568,1.0
416,"Edgewood, NY",1.0,,,3,other,10.211988304093568,1.0
417,"Edina, MN",2.0,42.0747,-88.0252,3,other,10.423976608187134,1.0
418,"Edison*, NJ",1.0,,,3,other,10.211988304093568,1.0
419,"Edison, NJ",47.0,40.0077,-75.1339,3,other,19.96345029239766,1.0
420,"Edison,, NJ",1.0,40.6943,-73.9249,3,other,10.211988304093568,1.0
421,"Edmonds, WA",1.0,47.6211,-122.3244,3,ai,10.211988304093568,1.0
422,"Edmonton, AB",1.0,34.0378,-80.9036,3,other,10.211988304093568,1.0
423,"Edwards Afb, CA",2.0,29.786,-95.3885,3,other,10.423976608187134,1.0
424,"Edwards Air Force Base, CA",1.0,39.762,-104.8758,3,other,10.211988304093568,1.0
425,"Edwards, CA",2.0,40.7184,-74.0686,3,ai,10.423976608187134,1.0
426,"Eek, AK",1.0,33.0502,-96.7486,3,other,10.211988304093568,1.0
427,"Egg Harbor Township, NJ",1.0,40.6943,-73.9249,3,managment,10.211988304093568,1.0
428,"El Cajon, CA",1.0,,,3,other,10.211988304093568,1.0
429,"El Campo, TX",1.0,29.786,-95.3885,3,other,10.211988304093568,1.0
430,"El Dorado Hills, CA",3.0,41.3113,-72.9246,3,managment,10.635964912280702,1.0
431,"El Paso, TX",3.0,28.0436,-82.3773,3,other,10.635964912280702,1.0
432,"El Segundo, CA",25.0,33.917,-118.4018,3,other,15.299707602339181,1.0
433,"El Segundo,, CA",1.0,33.8346,-118.3416,3,other,10.211988304093568,1.0
434,"Elgin, IL",3.0,41.8375,-87.6866,3,other,10.635964912280702,1.0
435,"Elizabeth, NJ",3.0,40.6658,-74.1913,3,other,10.635964912280702,1.0
436,"Elk Grove Village, IL",3.0,32.8313,-117.1222,3,ai,10.635964912280702,1.0
437,"Elk Grove, CA",4.0,47.6763,-122.1169,3,other,10.847953216374268,1.0
438,"Elkhorn, NE",1.0,33.7628,-84.422,3,other,10.211988304093568,1.0
439,"Elkridge, MD",6.0,33.0502,-96.7486,3,ai,11.271929824561404,1.0
440,"Ellicott City, MD",1.0,,,3,other,10.211988304093568,1.0
441,"Ellington, CT",4.0,41.823,-71.4187,3,other,10.847953216374268,1.0
442,"Elmhurst, IL",1.0,33.5275,-117.705,3,other,10.211988304093568,1.0
443,"Elmsford, NY",1.0,,,3,other,10.211988304093568,1.0
444,"Elmwood Park, NJ",4.0,40.9049,-74.1201,3,other,10.847953216374268,1.0
445,"Emeryville, CA",28.0,37.8382,-122.2932,3,other,15.935672514619883,1.0
446,"Encinitas, CA",1.0,39.027,-94.6568,3,web,10.211988304093568,1.0
447,"Encino, CA",4.0,33.7311,-117.8107,3,other,10.847953216374268,1.0
448,"Enfield, CT",6.0,41.1879,-80.7531,3,managment,11.271929824561404,1.0
449,"Englewood Cliffs, NJ",12.0,40.8823,-73.9467,3,other,12.543859649122806,1.0
450,"Englewood, CO",18.0,37.5295,-77.4756,3,other,13.81578947368421,1.0
451,"Englewood, NJ",1.0,40.8157,-73.502,3,other,10.211988304093568,1.0
452,"Ephrata, PA",2.0,38.8786,-77.1011,3,other,10.423976608187134,1.0
453,"Erie, PA",3.0,37.3836,-122.0255,3,other,10.635964912280702,1.0
454,"Erlanger, KY",2.0,39.0109,-84.5864,3,ai,10.423976608187134,1.0
455,"Essington, PA",1.0,41.7661,-72.6834,3,managment,10.211988304093568,1.0
456,"Etters, PA",1.0,39.4115,-76.7913,3,other,10.211988304093568,1.0
457,"Eugene, OR",4.0,32.8313,-117.1222,3,other,10.847953216374268,1.0
458,"Evanston, IL",3.0,40.6501,-73.9496,3,other,10.635964912280702,1.0
459,"Evansville, IN",3.0,32.959,-96.8355,3,other,10.635964912280702,1.0
460,"Everett, WA",9.0,47.6763,-122.1169,3,other,11.907894736842104,1.0
461,"Ewing, NJ",6.0,40.6943,-73.9249,3,other,11.271929824561404,1.0
462,"Exeter, NH",1.0,,,3,other,10.211988304093568,1.0
463,"Exeter, RI",2.0,,,3,other,10.423976608187134,1.0
464,"Exton, PA",8.0,41.0647,-73.8672,3,other,11.695906432748538,1.0
465,"Fairfax, VA",30.0,39.3051,-76.6144,3,other,16.359649122807017,1.0
466,"Fairfield, CA",4.0,37.9024,-122.0399,3,other,10.847953216374268,1.0
467,"Fairfield, CT",7.0,40.6943,-73.9249,3,other,11.48391812865497,1.0
468,"Fairfield, IA",1.0,41.8375,-87.6866,3,other,10.211988304093568,1.0
469,"Fairfield, NJ",2.0,30.3005,-97.7522,3,other,10.423976608187134,1.0
470,"Fairfield, OH",1.0,38.9047,-77.0163,3,other,10.211988304093568,1.0
471,"Falconer, NY",2.0,37.6328,-122.0766,3,other,10.423976608187134,1.0
472,"Fall River, MA",1.0,41.7136,-71.1015,3,other,10.211988304093568,1.0
473,"Falls Church, VA",15.0,38.9699,-77.3867,3,other,13.179824561403509,1.0
474,"Falls Church, Va, VA",1.0,34.0333,-84.2027,3,other,10.211988304093568,1.0
475,"Falmouth, ME",1.0,33.5722,-112.0892,3,other,10.211988304093568,1.0
476,"Farmers Branch, TX",2.0,32.9272,-96.8804,3,other,10.423976608187134,1.0
477,"Farmington Hills, MI",11.0,39.0834,-77.1553,3,other,12.331871345029239,1.0
478,"Farmington, CT",17.0,40.8268,-73.6765,3,other,13.603801169590643,1.0
479,"Federal Way, WA",2.0,47.6763,-122.1169,3,other,10.423976608187134,1.0
480,"Fenton, MO",3.0,33.9533,-84.5422,3,other,10.635964912280702,1.0
481,"Ferndale, WA",2.0,47.6439,-122.5434,3,managment,10.423976608187134,1.0
482,"Fernley, NV",1.0,39.7415,-75.5416,3,other,10.211988304093568,1.0
483,"Fishers, IN",1.0,32.7935,-96.7667,3,other,10.211988304093568,1.0
484,"Flanders, NJ",1.0,29.4632,-98.5238,3,other,10.211988304093568,1.0
485,"Flemington, NJ",2.0,37.7558,-122.4449,3,managment,10.423976608187134,1.0
486,"Flint, MI",1.0,41.2627,-96.0529,3,ai,10.211988304093568,1.0
487,"Floral Park, NY",1.0,40.0772,-75.3034,3,other,10.211988304093568,1.0
488,"Florence, KY",9.0,32.989,-96.8999,3,other,11.907894736842104,1.0
489,"Florham Park, NJ",17.0,40.7773,-74.3953,3,other,13.603801169590643,1.0
490,"Flower Mound, TX",3.0,33.0343,-97.1146,3,other,10.635964912280702,1.0
491,"Folsom, CA",18.0,38.6668,-121.1422,3,other,13.81578947368421,1.0
492,"Forest City, NC",1.0,41.8375,-87.6866,3,other,10.211988304093568,1.0
493,"Forsyth, GA",1.0,33.7628,-84.422,3,managment,10.211988304093568,1.0
494,"Fort Belvoir, VA",2.0,38.962,-76.8421,3,managment,10.423976608187134,1.0
495,"Fort Bragg, NC",1.0,44.8914,-93.3602,3,other,10.211988304093568,1.0
496,"Fort Collins, CO",2.0,28.1086,-80.6627,3,other,10.423976608187134,1.0
497,"Fort Detrick, MD",1.0,38.8786,-77.1011,3,managment,10.211988304093568,1.0
498,"Fort George G Meade, MD",2.0,,,3,other,10.423976608187134,1.0
499,"Fort Huachuca, AZ",1.0,,,3,other,10.211988304093568,1.0
500,"Fort Knox, KY",1.0,33.917,-118.4018,3,other,10.211988304093568,1.0
501,"Fort Lauderdale, FL",14.0,41.8375,-87.6866,3,other,12.96783625730994,1.0
502,"Fort Lee, NJ",2.0,40.8509,-73.9713,3,managment,10.423976608187134,1.0
503,"Fort Lee, VA",1.0,32.8583,-96.9702,3,managment,10.211988304093568,1.0
504,"Fort Lewis, WA",1.0,47.2431,-122.4531,3,other,10.211988304093568,1.0
505,"Fort Meade, MD",12.0,39.1346,-77.2131,3,other,12.543859649122806,1.0
506,"Fort Myers, FL",4.0,34.1879,-118.3235,3,other,10.847953216374268,1.0
507,"Fort Rucker, AL",2.0,38.9047,-77.0163,3,other,10.423976608187134,1.0
508,"Fort Stockton, TX",1.0,40.3562,-74.6693,3,other,10.211988304093568,1.0
509,"Fort Walton Beach, FL",1.0,42.3759,-71.1185,3,other,10.211988304093568,1.0
510,"Fort Washington, PA",7.0,40.1408,-75.1926,3,other,11.48391812865497,1.0
511,"Fort Wayne, IN",5.0,39.971,-105.1441,3,other,11.059941520467836,1.0
512,"Fort Worth, TX",80.0,32.7817,-97.3474,3,other,26.95906432748538,1.0
513,"Foster City, CA",91.0,37.5553,-122.2659,3,other,29.29093567251462,1.0
514,"Fountain Valley, CA",2.0,33.7628,-84.422,3,other,10.423976608187134,1.0
515,"Fox River Grove, IL",2.0,42.3834,-83.1024,3,other,10.423976608187134,1.0
516,"Framingham, MA",26.0,42.3085,-71.4368,3,other,15.511695906432749,1.0
517,"Frankfort, KY",2.0,44.8488,-93.4595,3,other,10.423976608187134,1.0
518,"Franklin Lakes, NJ",12.0,40.6943,-73.9249,3,other,12.543859649122806,1.0
519,"Franklin Park, IL",1.0,33.3645,-82.0708,3,managment,10.211988304093568,1.0
520,"Franklin Park, NJ",1.0,37.6663,-121.8805,3,other,10.211988304093568,1.0
521,"Franklin, MA",2.0,,,3,ai,10.423976608187134,1.0
522,"Franklin, OH",1.0,26.8754,-80.0589,3,managment,10.211988304093568,1.0
523,"Franklin, TN",2.0,26.1412,-80.1464,3,managment,10.423976608187134,1.0
524,"Franklin, WI",1.0,47.5951,-122.1535,3,other,10.211988304093568,1.0
525,"Frederick, MD",7.0,39.4337,-77.4141,3,other,11.48391812865497,1.0
526,"Fredericksbrg, VA",1.0,37.7558,-122.4449,3,other,10.211988304093568,1.0
527,"Freehold, NJ",1.0,,,3,other,10.211988304093568,1.0
528,"Fremont, CA",82.0,38.675,-121.049,3,other,27.383040935672515,1.0
529,"Fresno, CA",4.0,39.1238,-94.5541,3,web,10.847953216374268,1.0
530,"Frisco, TX",24.0,33.156,-96.8216,3,other,15.087719298245613,1.0
531,"Fruitland, ID",1.0,39.0277,-77.4714,3,other,10.211988304093568,1.0
532,"Ft Lauderdale, FL",1.0,37.5265,-121.9843,3,other,10.211988304093568,1.0
533,"Ft. Belvoir, VA",1.0,45.5371,-122.65,3,other,10.211988304093568,1.0
534,"Ft. Lauderdale, FL",7.0,37.4001,-122.0796,3,other,11.48391812865497,1.0
535,"Ft. Meade, MD",1.0,37.7558,-122.4449,3,other,10.211988304093568,1.0
536,"Ft. Worth, TX",6.0,27.9945,-82.4447,3,other,11.271929824561404,1.0
537,"Fullerton, CA",4.0,33.7628,-84.422,3,other,10.847953216374268,1.0
538,"Gainesville, GA",1.0,34.0704,-84.2738,3,managment,10.211988304093568,1.0
539,"Gainesville, VA",1.0,,,3,managment,10.211988304093568,1.0
540,"Gaithersburg, MD",10.0,38.9497,-77.3461,3,other,12.119883040935672,1.0
541,"Galveston, TX",2.0,34.1141,-118.4068,3,other,10.423976608187134,1.0
542,"Garden City, NY",2.0,40.7266,-73.6447,3,managment,10.423976608187134,1.0
543,"Garden Grove, CA",1.0,39.9862,-82.9855,3,managment,10.211988304093568,1.0
544,"Gardena, CA",2.0,33.8943,-118.3072,3,managment,10.423976608187134,1.0
545,"Gastonia, NC",1.0,29.4632,-98.5238,3,managment,10.211988304093568,1.0
546,"Georgetown, KY",2.0,37.4001,-122.0796,3,other,10.423976608187134,1.0
547,"Georgia, GA",1.0,,,3,other,10.211988304093568,1.0
548,"Germantown, MD",16.0,38.9047,-77.0163,3,other,13.391812865497077,1.0
549,"Germantown, WI",1.0,29.4632,-98.5238,3,managment,10.211988304093568,1.0
550,"Getzville, NY",1.0,,,3,web,10.211988304093568,1.0
551,"Gilroy, CA",3.0,37.7558,-122.4449,3,other,10.635964912280702,1.0
552,"Glastonbury, CT",20.0,40.8208,-74.3086,3,other,14.239766081871345,1.0
553,"Glen Allen, VA",8.0,39.4115,-76.7913,3,other,11.695906432748538,1.0
554,"Glen Mills, PA",2.0,41.8375,-87.6866,3,other,10.423976608187134,1.0
555,"Glendale, AZ",4.0,47.5951,-122.1535,3,other,10.847953216374268,1.0
556,"Glendale, CA",19.0,34.1819,-118.2468,3,other,14.027777777777779,1.0
557,"Glenview, IL",4.0,42.3188,-71.0852,3,other,10.847953216374268,1.0
558,"Gold River, CA",2.0,37.5522,-122.3121,3,ai,10.423976608187134,1.0
559,"Golden, CO",1.0,39.9862,-82.9855,3,ai,10.211988304093568,1.0
560,"Goodlettsville, TN",2.0,40.7991,-73.6491,3,security,10.423976608187134,1.0
561,"Goodyear, AZ",1.0,42.3834,-83.1024,3,managment,10.211988304093568,1.0
562,"Grafton, WI",3.0,34.0235,-118.481,3,other,10.635964912280702,1.0
563,"Grand Island, NE",1.0,,,3,managment,10.211988304093568,1.0
564,"Grand Island, NY",1.0,42.0308,-88.0838,3,other,10.211988304093568,1.0
565,"Grand Prairie, TX",4.0,32.6871,-97.0208,3,other,10.847953216374268,1.0
566,"Grand Rapids, MI",15.0,38.9656,-76.8775,3,other,13.179824561403509,1.0
567,"Grapevine, TX",4.0,32.9343,-97.0742,3,managment,10.847953216374268,1.0
568,"Gray, TN",1.0,41.14,-73.8438,3,other,10.211988304093568,1.0
569,"Great Falls, VA",2.0,44.8488,-93.4595,3,other,10.423976608187134,1.0
570,"Great Neck, NY",2.0,40.8029,-73.7333,3,other,10.423976608187134,1.0
571,"Green Bay, WI",2.0,40.747,-73.6394,3,managment,10.423976608187134,1.0
572,"Greenbelt, MD",3.0,34.8354,-82.3646,3,other,10.635964912280702,1.0
573,"Greenfield, IN",1.0,38.9699,-77.3867,3,other,10.211988304093568,1.0
574,"Greensboro, NC",10.0,36.0956,-79.8271,3,other,12.119883040935672,1.0
575,"Greensburg, PA",1.0,27.9945,-82.4447,3,other,10.211988304093568,1.0
576,"Greenville, NC",1.0,40.6943,-73.9249,3,managment,10.211988304093568,1.0
577,"Greenville, SC",24.0,34.8354,-82.3646,3,other,15.087719298245613,1.0
578,"Greenwich, CT",25.0,40.5961,-75.4756,3,other,15.299707602339181,1.0
579,"Greenwich, NY",1.0,38.9699,-77.3867,3,ai,10.211988304093568,1.0
580,"Greenwood Village, CO",19.0,34.0704,-84.2738,3,other,14.027777777777779,1.0
581,"Gresham, OR",2.0,40.6943,-73.9249,3,managment,10.423976608187134,1.0
582,"Groton, CT",16.0,42.3834,-83.1024,3,other,13.391812865497077,1.0
583,Guantanamo,1.0,38.9047,-77.0163,3,other,10.211988304093568,1.0
584,Guantanamo Bay,4.0,33.7628,-84.422,3,other,10.847953216374268,1.0
585,"Guerneville, CA",1.0,33.1246,-117.2834,3,other,10.211988304093568,1.0
586,"Gulfport, MS",1.0,,,3,other,10.211988304093568,1.0
587,"Gurnee, IL",3.0,30.3322,-81.6749,3,ai,10.635964912280702,1.0
588,"Hackensack, NJ",5.0,40.6943,-73.9249,3,other,11.059941520467836,1.0
589,"Hackettstown, NJ",1.0,,,3,other,10.211988304093568,1.0
590,"Hagerstown, MD",2.0,41.2627,-96.0529,3,managment,10.423976608187134,1.0
591,"Half Moon Bay, CA",1.0,37.3646,-121.968,3,other,10.211988304093568,1.0
592,"Halifax, NS",1.0,38.9866,-77.1188,3,managment,10.211988304093568,1.0
593,"Hamilton City, CA",1.0,37.6663,-121.8805,3,other,10.211988304093568,1.0
594,"Hamilton, NJ",4.0,33.7628,-84.422,3,managment,10.847953216374268,1.0
595,"Hamilton, VA",1.0,39.1755,-77.2643,3,ai,10.211988304093568,1.0
596,"Hammond, IN",1.0,40.7184,-74.0686,3,other,10.211988304093568,1.0
597,"Hampden, MA",1.0,,,3,other,10.211988304093568,1.0
598,"Hanover, MD",10.0,33.7628,-84.422,3,other,12.119883040935672,1.0
599,"Hanscom Afb, MA",4.0,,,3,other,10.847953216374268,1.0
600,"Harleysville, PA",1.0,40.6943,-73.9249,3,managment,10.211988304093568,1.0
601,"Harlingen, TX",2.0,33.6772,-117.7738,3,managment,10.423976608187134,1.0
602,"Harrisburg, PA",30.0,39.0277,-77.4714,3,other,16.359649122807017,1.0
603,"Harrison, NJ",1.0,37.5522,-122.3121,3,other,10.211988304093568,1.0
604,"Harrison, NY",3.0,41.8375,-87.6866,3,other,10.635964912280702,1.0
605,"Hartford South, CT",1.0,37.3012,-121.848,3,other,10.211988304093568,1.0
606,"Hartford, CT",249.0,41.7661,-72.6834,3,other,62.78508771929825,1.0
607,"Hasbrouck Heights, NJ",1.0,,,3,other,10.211988304093568,1.0
608,"Hastings, MI",2.0,37.2802,-121.9539,3,other,10.423976608187134,1.0
609,"Hatboro, PA",2.0,42.5439,-71.6146,3,other,10.423976608187134,1.0
610,"Hauppauge, NY",9.0,40.8211,-73.2109,3,other,11.907894736842104,1.0
611,"Haverhill, MA",2.0,42.7838,-71.0871,3,other,10.423976608187134,1.0
612,"Havertown, PA",2.0,,,3,other,10.423976608187134,1.0
613,"Hayward, CA",10.0,40.7184,-74.0686,3,other,12.119883040935672,1.0
614,"Hazelwood, MO",1.0,35.8324,-78.6429,3,ai,10.211988304093568,1.0
615,"Henderson, NV",2.0,39.7415,-75.5416,3,other,10.423976608187134,1.0
616,"Hercules, CA",4.0,41.022,-73.7547,3,managment,10.847953216374268,1.0
617,"Hermitage, TN",1.0,,,3,other,10.211988304093568,1.0
618,"Herndon, VA",65.0,38.9699,-77.3867,3,other,23.779239766081872,1.0
619,"Hershey, PA",5.0,39.3944,-76.619,3,other,11.059941520467836,1.0
620,"Hesston, KS",1.0,40.6943,-73.9249,3,other,10.211988304093568,1.0
621,"Hickory, NC",1.0,37.8121,-121.9698,3,other,10.211988304093568,1.0
622,"Hicksville, NY",5.0,40.7637,-73.5245,3,managment,11.059941520467836,1.0
623,"Highland Park, TX",2.0,40.6943,-73.9249,3,other,10.423976608187134,1.0
624,"Highlands Ranch, CO",6.0,39.5419,-104.9708,3,other,11.271929824561404,1.0
625,"Hilliard, OH",1.0,37.7558,-122.4449,3,other,10.211988304093568,1.0
626,"Hillsboro, OR",13.0,45.5273,-122.936,3,other,12.755847953216374,1.0
627,"Hines, IL",2.0,40.4397,-79.9763,3,other,10.423976608187134,1.0
628,"Hingham, MA",1.0,28.4773,-81.337,3,other,10.211988304093568,1.0
629,"Hoboken, NJ",19.0,40.7452,-74.0281,3,other,14.027777777777779,1.0
630,"Hoffman Estates, IL",14.0,41.9662,-91.6783,3,other,12.96783625730994,1.0
631,"Holbrook, NY",1.0,38.0725,-122.1526,3,web,10.211988304093568,1.0
632,"Holland, MI",1.0,34.0704,-84.2738,3,other,10.211988304093568,1.0
633,"Hollister, CA",1.0,37.3012,-121.848,3,managment,10.211988304093568,1.0
634,"Holliston, MA",2.0,33.5722,-112.0892,3,other,10.423976608187134,1.0
635,"Hollywood, CA",2.0,37.3012,-121.848,3,other,10.423976608187134,1.0
